exp_num,experiment_id,status,hypothesis,prior,prior_label,posterior,posterior_label,surprise,surprise_label,is_surprising,parent_id,n_children,runtime_s,created_at,objective,analysis_snippet,folder
148,node_5_52,SUCCEEDED,"Evasion-Theft Coupling: In adversarial AI attacks (ATLAS), the tactic 'Exfiltration' (Model Theft) co-occurs significantly more often with 'Evasion' attacks than with 'Poisoning' attacks, indicating a 'Black-Box Extraction' threat pattern.",0.7419,Likely True,0.7473,Likely True,0.0064,Neutral (no significant belief shift),False,node_4_39,1,176.6,2026-02-22T07:59:20.382164+00:00,Identify clustering of adversarial tactics in the ATLAS dataset.,The experiment successfully analyzed 52 adversarial cases from the MITRE ATLAS dataset to test the 'Evasion-Theft Coupling' hypothesis. The analysis identified 15 cases involving 'Exfiltration' (Model,EXP_148_node_5_52
149,node_6_13,SUCCEEDED,"The 'Opaque Shield' of Defense: Defense and Security agencies exhibit significantly lower 'Public Transparency' rates (Public Notice) than Civilian Social Service agencies, despite the high-stakes nature of security AI.",0.9597,Definitely True,0.3269,Maybe False,-0.7593,Strong Negative (hypothesis contradicted),True,node_5_34,1,172.6,2026-02-22T08:05:36.436791+00:00,Assess if security agencies utilize a 'secrecy shield' that bypasses standard transparency mandates.,"The experiment successfully tested the 'Opaque Shield' hypothesis by comparing public transparency rates between Defense/Security agencies and Civilian/Service agencies.

**Hypothesis Status:** Not Su",EXP_149_node_6_13
150,node_5_53,SUCCEEDED,The 'Agile-Monitoring' Advantage: Federal AI systems developed using 'Agile' or 'DevOps' methodologies are significantly more likely to report 'Post-Deployment Monitoring' than those using 'Waterfall' methods.,0.75,Likely True,0.75,Likely True,0.0,Neutral (no significant belief shift),False,node_4_32,0,387.4,2026-02-22T08:05:36.450081+00:00,Assess if modern development methodologies correlate with better continuous monitoring.,"The experiment successfully pivoted to investigate the 'Contractor Oversight Gap' by re-interpreting the '22_dev_method' column as a sourcing variable rather than a development methodology. 

**Findin",EXP_150_node_5_53
151,node_5_54,SUCCEEDED,"Sector-Demographic Harm: Incidents in the 'Financial' sector are significantly more likely to have a 'Demographic' harm distribution basis (discrimination) compared to the 'Transportation' sector, which skews towards general safety harms.",0.9597,Definitely True,0.9093,Definitely True,-0.0604,Mild Negative (hypothesis weakened),False,node_4_31,1,183.4,2026-02-22T08:12:06.318393+00:00,Compare the basis of harm distribution across Financial and Transportation sectors.,"The experiment successfully tested the hypothesis regarding the nature of harm in Financial versus Transportation AI incidents. 

**Data Processing:**
- The programmer successfully filtered the AIID d",EXP_151_node_5_54
152,node_5_55,SUCCEEDED,"Autonomy-Failure Divergence: AI systems with 'High' autonomy levels are significantly more correlated with 'Robustness' failures, whereas 'Low' autonomy systems correlate with 'Operator Error', reflecting distinct failure modes.",0.7411,Likely True,0.2358,Likely False,-0.6063,Strong Negative (hypothesis contradicted),True,node_4_18,1,250.7,2026-02-22T08:12:06.320403+00:00,Link Autonomy Levels to specific Technical Failure types in incident data.,"The experiment successfully mapped the specific AIID autonomy codes ('Autonomy3' to High, 'Autonomy1/2' to Low) and categorized incidents into 'Robustness' vs. 'Operator' failures. The analysis reveal",EXP_152_node_5_55
153,node_5_56,SUCCEEDED,"The Automation Paradox: Systems classified as 'Autonomous' are significantly more likely to have 'Post-Deployment Monitoring' in place compared to 'Human-in-the-Loop' systems, suggesting over-reliance on human operators for non-autonomous tools.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_4_34,1,260.9,2026-02-22T08:16:19.657723+00:00,Determine if human-in-the-loop presence correlates with reduced automated monitoring.,The experiment successfully tested the 'Automation Paradox' hypothesis after resolving data mapping issues with verbose column values. The analysis identified 145 analyzable systems: 139 'Human-in-the,EXP_153_node_5_56
154,node_5_57,SUCCEEDED,Physical Severity Escalation: AI incidents classified under the 'Physical Safety' harm domain are associated with significantly higher severity scores (Harm Level) than those in 'Bias & Discrimination' domains.,0.7419,Likely True,0.9066,Definitely True,0.1976,Mild Positive (hypothesis somewhat supported),True,node_4_47,0,469.2,2026-02-22T08:16:19.659600+00:00,Quantify the severity differential between physical and sociotechnical AI failures.,"The experiment successfully tested the 'Physical Severity Escalation' hypothesis using the AIID dataset. Faced with sparse structured metadata for harm domains, the code successfully implemented a fal",EXP_154_node_5_57
155,node_5_58,SUCCEEDED,The Sophistication of State Targets: Adversarial attacks targeting Government or Defense systems involve a significantly higher number of distinct ATLAS tactics (longer attack chains) compared to attacks targeting Commercial or Consumer systems.,0.75,Likely True,0.2555,Likely False,-0.5934,Strong Negative (hypothesis contradicted),True,node_4_48,1,289.7,2026-02-22T08:24:11.419370+00:00,Assess if adversarial attacks on government targets exhibit higher complexity (tactic depth) than private sector attacks.,"The experiment was successfully executed. The code loaded the dataset, identified 52 ATLAS cases, and classified them into 'Government/Defense' (n=4) and 'Commercial/Private' (n=48) sectors using keyw",EXP_155_node_5_58
156,node_5_59,SUCCEEDED,"Malice is Intangible: Adversarial AI attacks (from ATLAS) are significantly less likely to result in 'Physical' harm compared to general AI failures (from AIID), as adversarial tactics primarily target model integrity or data confidentiality.",0.8065,Likely True,0.9341,Definitely True,0.1531,Mild Positive (hypothesis somewhat supported),False,node_4_22,0,186.3,2026-02-22T08:24:11.425906+00:00,Compare the nature of consequences between adversarial attacks and general accidents.,The experiment successfully tested the 'Malice is Intangible' hypothesis by comparing physical harm rates between adversarial AI attacks (ATLAS dataset) and general AI failures (AIID dataset). Using t,EXP_156_node_5_59
157,node_5_60,SUCCEEDED,"Sector-Specific Opacity: AI systems deployed in 'Law Enforcement' and 'Defense' topic areas are significantly less likely to provide 'Code Access' or 'Data Documentation' compared to systems in 'Science' or 'Health', indicating a transparency gap in high-stakes coercive domains.",0.9758,Definitely True,0.3324,Maybe False,-0.7721,Strong Negative (hypothesis contradicted),True,node_4_21,2,217.4,2026-02-22T08:29:03.638557+00:00,Assess transparency availability (Code/Data access) across different government sectors.,The experiment successfully tested the 'Sector-Specific Opacity' hypothesis using the EO 13960 dataset. After classifying 475 federal AI systems into 'Civil/Scientific' (n=389) and 'Coercive' (n=86) s,EXP_157_node_5_60
158,node_6_14,SUCCEEDED,"Sector Harm Fingerprints: AI incidents in the 'Financial' sector are statistically more likely to involve 'Economic' or 'Intangible' harms (e.g., discrimination), whereas 'Transportation' incidents are more likely to involve 'Physical' harms.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_12,0,367.1,2026-02-22T08:29:03.639413+00:00,Compare the distribution of Harm Domains across Financial and Transportation sectors.,"The experiment successfully tested the 'Sector Harm Fingerprints' hypothesis. Facing sparse metadata in the structured columns (as revealed in the previous debug step), the analysis effectively pivote",EXP_158_node_6_14
159,node_5_61,SUCCEEDED,Public-Facing Transparency Correlation: AI systems marked as 'Publicly Accessible' are statistically more likely to implement 'Opt-Out' mechanisms than internal-only systems.,0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_4_11,2,302.5,2026-02-22T08:35:13.463655+00:00,Verify if public visibility drives the implementation of user agency controls.,The experiment was successfully executed and produced statistically significant results that refute the initial hypothesis. By implementing robust string parsing to handle the descriptive text fields ,EXP_159_node_5_61
160,node_6_15,SUCCEEDED,Public Accountability Gap: Federal AI systems classified as 'Public-Facing' are significantly more likely to provide an 'Appeal Process' than internal administrative systems.,0.7097,Likely True,0.9011,Definitely True,0.2297,Mild Positive (hypothesis somewhat supported),True,node_5_2,0,223.0,2026-02-22T08:35:13.465217+00:00,Assess whether public-facing systems include mechanism for recourse/redress.,The experiment was successfully executed. After correcting the data mapping logic to properly classify 'Public-Facing' systems based on descriptive text in the '26_public_service' column (n=65) versus,EXP_160_node_6_15
161,node_5_62,SUCCEEDED,"The Maturity-Privacy Paradox: AI systems in the 'Operational' stage are significantly more likely to process PII (`29_contains_pii`) compared to systems in the 'Development' stage, suggesting privacy risks escalate rather than being mitigated as systems mature.",0.7419,Likely True,0.4023,Maybe False,-0.4076,Strong Negative (hypothesis contradicted),True,node_4_25,1,165.2,2026-02-22T08:40:18.363196+00:00,Investigate if privacy risk exposure increases with system lifecycle maturity.,"The experiment successfully tested the 'Maturity-Privacy Paradox' hypothesis using the EO 13960 dataset. After mapping the `16_dev_stage` column into 'Operational' (e.g., Operation and Maintenance) an",EXP_161_node_5_62
162,node_6_16,SUCCEEDED,The 'Stage-Gate' Monitoring Hypothesis: AI systems in the 'Operation/Maintenance' phase are significantly more likely to have 'Post-Deployment Monitoring' in place compared to systems in the 'Development/Acquisition' phase.,0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_26,0,231.2,2026-02-22T08:40:18.365099+00:00,"Verify if monitoring controls are correctly phased, or if operational systems lack required oversight (Governance Gap).",The experiment successfully verified the 'Stage-Gate Monitoring Hypothesis' using the EO 13960 dataset. The code correctly mapped 992 AI systems into 'Operational' (n=641) and 'Pre-Operational' (n=351,EXP_162_node_6_16
163,node_5_63,SUCCEEDED,"The 'High-Stakes' Compliance Variance: In the EO13960 inventory, systems in the 'Health' topic area are significantly more likely to report having 'Disparity Mitigation' measures than systems in 'Government Services' or 'Law Enforcement', reflecting domain-specific regulatory pressure.",0.4032,Maybe False,0.1374,Likely False,-0.319,Strong Negative (hypothesis contradicted),True,node_4_44,0,288.8,2026-02-22T08:44:12.393157+00:00,Compare Disparity Mitigation rates across key Topic Areas.,The experiment successfully analyzed 478 records from the EO13960 dataset to evaluate the 'High-Stakes Compliance Variance' hypothesis. The results **contradict** the specific hypothesis that 'Health',EXP_163_node_5_63
164,node_6_17,SUCCEEDED,The 'Threat-Reality Mismatch': The distribution of targeted sectors in adversarial research (ATLAS) differs significantly from the sectors experiencing real-world accidental failures (AIID).,0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_49,0,470.1,2026-02-22T08:44:12.400657+00:00,Compare sector distributions between adversarial case studies and real-world accident databases.,The experiment successfully analyzed the 'Threat-Reality Mismatch' hypothesis by comparing industry sector distributions between 201 real-world AI incidents (AIID) and 52 adversarial case studies (ATL,EXP_164_node_6_17
165,node_5_64,SUCCEEDED,"Operational Governance Decay: AI systems in the 'Operational' lifecycle stage are significantly less likely to have a current 'Impact Assessment' compared to systems in the 'Development' stage, suggesting governance is treated as a one-time gate rather than a continuous process.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_4_38,2,194.9,2026-02-22T08:52:05.273224+00:00,Test for regression in governance controls as systems move from development to operation.,"The experiment successfully tested the 'Operational Governance Decay' hypothesis on a subset of the 'eo13960_scored' dataset. Due to strict keyword mapping on the '16_dev_stage' column (e.g., potentia",EXP_165_node_5_64
166,node_6_18,SUCCEEDED,"Defense and Intelligence agencies (DOD, DOJ, DHS) have a significantly lower compliance rate for 'AI Public Notice' compared to Civilian Service agencies (HHS, VA, Education), validating the tension between transparency and secrecy.",0.7742,Likely True,0.2637,Likely False,-0.6125,Strong Negative (hypothesis contradicted),True,node_5_40,1,288.9,2026-02-22T08:52:05.276795+00:00,Quantify the transparency trade-off in national security vs. public service agencies.,"The experiment successfully tested the 'Transparency Trade-off' hypothesis on the 'eo13960_scored' dataset. 

1. **Data Processing**: After addressing the data sparsity issues identified in the debug ",EXP_166_node_6_18
167,node_6_19,SUCCEEDED,"Compliance Clustering: There is a strong positive dependency between 'Impact Assessment' (Control 52) and 'AI Notice' (Control 59) in federal agencies, suggesting that governance is often 'all-or-nothing' rather than piecemeal.",0.7419,Likely True,0.9121,Definitely True,0.2042,Mild Positive (hypothesis somewhat supported),True,node_5_4,1,284.0,2026-02-22T08:56:57.058307+00:00,Test if governance controls co-occur effectively.,"The experiment successfully tested the 'Compliance Clustering' hypothesis using the EO 13960 dataset. 

**Findings:**
1.  **Low Baseline Compliance:** Both controls are rare. Only 3.4% (61/1,757) of s",EXP_167_node_6_19
168,node_6_20,SUCCEEDED,Biometric Risk Profile: AI incidents involving 'Facial Recognition' or 'Biometric' technologies are significantly more likely to involve 'Civil Rights' violations compared to other AI technologies.,0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_21,0,190.8,2026-02-22T08:56:57.059796+00:00,Analyze the specific harm profile of biometric technologies in the AIID dataset.,"The experiment successfully analyzed 1,362 AIID incidents to test the 'Biometric Risk Profile' hypothesis. 

**Findings:**
- **Biometric/Facial Technologies:** 8.1% of incidents (22 out of 271) involv",EXP_168_node_6_20
169,node_5_65,SUCCEEDED,"The Security-Rights Divergence: 'Civilian' agencies (e.g., Health, Education) demonstrate significantly higher compliance with rights-preserving controls (Notice + Opt-Out) compared to 'Defense/Security' agencies, which prioritize operational opacity.",0.7419,Likely True,0.7473,Likely True,0.0064,Neutral (no significant belief shift),False,node_4_36,0,386.0,2026-02-22T09:01:44.068965+00:00,Compare governance styles between Civilian and Defense/Security agencies.,"The experiment successfully tested the 'Security-Rights Divergence' hypothesis using the EO 13960 dataset. With the corrected mapping logic applied to the 'Notice' and 'Opt-Out' columns, the analysis ",EXP_169_node_5_65
170,node_6_21,SUCCEEDED,"Sector-Harm Fingerprints: The distribution of 'Tangible Harm' types (Physical vs. Economic vs. Intangible) in AI incidents is significantly dependent on the 'Sector of Deployment', with Healthcare skewing Physical and Finance skewing Economic.",0.9839,Definitely True,0.989,Definitely True,0.0062,Neutral (no significant belief shift),False,node_5_20,0,366.9,2026-02-22T09:01:44.070821+00:00,Analyze if specific sectors have distinct failure fingerprints regarding the type of harm caused.,"The experiment successfully tested the 'Sector-Harm Fingerprints' hypothesis, adapted to compare 'Tangible' vs. 'Intangible' harm due to dataset limitations. Analyzing 90 incidents across the top 5 se",EXP_170_node_6_21
171,node_4_50,SUCCEEDED,"Adversarial Tactic Complexity: In the ATLAS dataset, cases involving the 'Impact' tactic are significantly more likely to involve a higher count of distinct 'Techniques' compared to cases that only reach 'Reconnaissance' or 'Initial Access' stages, suggesting that achieving tangible impact requires higher attack complexity.",0.7419,Likely True,0.5805,Maybe True,-0.1938,Mild Negative (hypothesis weakened),True,node_3_21,2,220.9,2026-02-22T09:08:12.540380+00:00,Analyze the relationship between attack severity (Impact tactic) and attack complexity (Technique count).,"The experiment successfully loaded the dataset and filtered for the 52 'atlas_cases'. However, the analysis revealed a critical data characteristic: every single case in the dataset, regardless of whe",EXP_171_node_4_50
172,node_5_66,SUCCEEDED,"The 'Risk-Based' Oversight Model: Systems classified as 'High Impact' (or having significant benefits/risks) are significantly more likely to undergo 'SAOP Review' (Senior Agency Official for Privacy) than lower-impact systems, indicating a functional risk-based governance approach.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_4_49,0,274.0,2026-02-22T09:08:12.541823+00:00,Verify if higher risk/impact leads to higher administrative oversight.,"The experiment successfully validated the 'Risk-Based' Oversight hypothesis. After correcting the data mapping logic to correctly identify 'Rights-Impacting', 'Safety-Impacting', and 'Both' as 'High I",EXP_172_node_5_66
173,node_5_67,SUCCEEDED,"The Fairness-Safety Divergence: 'Fairness/Bias' technical failures are significantly more likely to result in 'Intangible' harms (e.g., Civil Rights, Reputation) while 'Safety/Robustness' failures are more likely to result in 'Tangible' harms (e.g., Physical, Financial).",0.9274,Definitely True,0.9753,Definitely True,0.0574,Mild Positive (hypothesis somewhat supported),False,node_4_45,1,491.7,2026-02-22T09:12:48.989402+00:00,Map technical failure modes to real-world harm domains and perform a Chi-square test to verify the association.,"The experiment successfully tested the 'Fairness-Safety Divergence' hypothesis using 62 coded AI incidents. The Chi-square test (Statistic=12.97, p=0.0003) confirmed a statistically significant associ",EXP_173_node_5_67
174,node_5_68,SUCCEEDED,Commercial Opacity: Commercially procured AI systems (COTS) in federal agencies exhibit significantly lower transparency compliance (measured by availability of data documentation) compared to internally developed 'Custom' AI systems.,0.7661,Likely True,0.9203,Definitely True,0.185,Mild Positive (hypothesis somewhat supported),True,node_4_3,0,440.2,2026-02-22T09:12:48.990501+00:00,Determine if reliance on commercial AI vendors correlates with reduced documentation transparency in government deployments.,"The experiment successfully tested the 'Commercial Opacity' hypothesis using the EO 13960 dataset. 

1. **Data Classification**: 
   - **Procurement Type**: Systems describing specific commercial task",EXP_174_node_5_68
175,node_7_1,SUCCEEDED,"The Assessment-Action Gap: Completing an 'Impact Assessment' does not statistically guarantee the presence of 'Disparity Mitigation' plans, indicating that assessments often remain bureaucratic exercises without operational follow-through.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_6_7,0,212.4,2026-02-22T09:21:03.199205+00:00,Test the causal link between assessing impact and planning mitigation.,"The experiment was successfully executed and robustly supports the 'Assessment-Action Gap' hypothesis. After cleaning and binary-encoding the survey responses, 43 valid data points were analyzed. The ",EXP_175_node_7_1
176,node_6_22,SUCCEEDED,"Harm-Failure Alignment: Incidents causing 'Physical' harm are predominantly associated with 'Robustness' failures, whereas 'Civil Rights' harms are predominantly associated with 'Specification' failures.",0.7984,Likely True,0.272,Likely False,-0.6317,Strong Negative (hypothesis contradicted),True,node_5_41,1,428.2,2026-02-22T09:21:03.200813+00:00,Test the association between specific harm domains (Physical vs. Rights) and technical failure modes (Robustness vs. Specification) using the 'Tangible Harm' column.,"The experiment was successfully executed. The code dynamically identified the 'description' column as the best source for harm categorization and 'Known AI Technical Failure' for failure modes, isolat",EXP_176_node_6_22
177,node_4_51,SUCCEEDED,"The Generative AI Explosion: The proportion of incidents involving 'Generative' or 'Content' technologies has grown exponentially relative to 'Robotic' incidents since 2022, altering the dominant harm domain from Physical to Intangible.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_3_7,2,297.4,2026-02-22T09:28:14.177809+00:00,Analyze the temporal shift in AI technologies and associated harms in the incident database.,"The experiment successfully validated the 'Generative AI Explosion' hypothesis. 

**Findings:**
1.  **Explosive Growth:** The time-series data confirms a massive divergence starting in 2022. Generativ",EXP_177_node_4_51
178,node_5_69,SUCCEEDED,"The 'Adversarial Mirage' Hypothesis: Despite the research focus on adversarial attacks (ATLAS), real-world AI failures (AIID) are overwhelmingly non-adversarial (e.g., reliability/performance failures), with 'Adversarial' causes accounting for less than 5% of recorded incidents.",0.9839,Definitely True,0.3352,Maybe False,-0.7784,Strong Negative (hypothesis contradicted),True,node_4_43,1,238.8,2026-02-22T09:28:14.183836+00:00,Determine the prevalence of adversarial vs. non-adversarial causes in real-world AI incidents.,"The experiment successfully tested the 'Adversarial Mirage' hypothesis using the AIID dataset. 

1.  **Data Processing**: The code identified 1,362 incidents from the AIID source table. It successfull",EXP_178_node_5_69
179,node_6_23,SUCCEEDED,"The 'Deployment-Privacy' Tradeoff: Operational AI systems are significantly less likely to document 'Opt-Out' mechanisms compared to systems in the 'Development' phase, suggesting privacy controls are de-prioritized during deployment.",0.5565,Maybe True,0.1896,Likely False,-0.4403,Strong Negative (hypothesis contradicted),True,node_5_46,1,174.5,2026-02-22T09:33:13.575663+00:00,Investigate if privacy controls like Opt-Out mechanisms are maintained as systems move to production.,The experiment successfully tested the 'Deployment-Privacy Tradeoff' hypothesis using the EO 13960 dataset. The code correctly segmented the data into 'Development' (n=626) and 'Operational' (n=627) l,EXP_179_node_6_23
180,node_5_70,SUCCEEDED,"The 'Public-Facing' Accountability Gap: Despite higher visibility risks, AI systems designated as 'Public Service' (customer-facing) do not show statistically higher rates of 'AI Notice' compliance compared to internal systems, revealing a failure in transparency where it matters most.",0.7339,Likely True,0.9093,Definitely True,0.2106,Mild Positive (hypothesis somewhat supported),True,node_4_40,1,337.5,2026-02-22T09:33:13.593117+00:00,Evaluate if Public-Facing systems effectively implement AI Notice requirements.,The experiment successfully tested the 'Public-Facing' Accountability Gap hypothesis using the `eo13960_scored` dataset. After refining the data cleaning logic to map unstructured text descriptions to,EXP_180_node_5_70
181,node_5_71,SUCCEEDED,The 'Vendor-Governance Gap': Commercial-off-the-shelf (COTS) AI systems procured by federal agencies exhibit significantly lower compliance rates for 'Impact Assessments' compared to Custom-Developed (GOTS) systems.,0.7419,Likely True,0.7121,Likely True,-0.0358,Neutral (no significant belief shift),False,node_4_17,0,305.1,2026-02-22T09:38:53.492058+00:00,Determine if relying on commercial vendors creates a governance gap regarding impact assessments.,"The previous code execution failed due to an `IndexError` in the visualization block. Specifically, the logic `compliance_rates[""percentage""] == height*10` incorrectly multiplied the height (percentag",EXP_181_node_5_71
182,node_6_24,SUCCEEDED,The 'Awakening' Lag: Federal AI systems initiated after 2020 show significantly higher compliance with 'Disparity Mitigation' controls compared to systems initiated prior to 2020.,0.6935,Maybe True,0.2473,Likely False,-0.5356,Strong Negative (hypothesis contradicted),True,node_5_36,1,327.1,2026-02-22T09:38:53.500028+00:00,Test if the global focus on algorithmic justice post-2020 translated into federal implementation.,"The experiment tested the 'Awakening Lag' hypothesis, which posited that Federal AI systems initiated after 2020 would show significantly higher compliance with 'Disparity Mitigation' controls due to ",EXP_182_node_6_24
183,node_6_25,SUCCEEDED,"The Generative Shift: The proportion of AI incidents attributed to 'Generative' or 'Language Modeling' technologies has increased significantly in the post-2022 era compared to the pre-2022 era, marking a structural change in the failure landscape.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_30,0,175.6,2026-02-22T09:44:23.484743+00:00,Quantify the temporal shift in AI failure modes towards Generative AI.,"The experiment successfully validated the 'Generative Shift' hypothesis with strong statistical evidence.

1. **Data Segmentation**: The analysis successfully partitioned the AIID dataset into 'Pre-20",EXP_183_node_6_25
184,node_6_26,SUCCEEDED,"The 'Rights vs. Safety' Consultation Split: AI systems designated as 'Rights-Impacting' exhibit significantly higher rates of 'Stakeholder Consultation' compared to 'Safety-Impacting' systems, indicating a governance bias toward civil liberties over physical safety in consultation processes.",0.4919,Uncertain,0.1676,Likely False,-0.3892,Strong Negative (hypothesis contradicted),True,node_5_50,1,190.7,2026-02-22T09:44:23.486273+00:00,Determine if the type of impact (Rights vs. Safety) influences the likelihood of stakeholder consultation.,"The experiment was successfully executed, though the findings reveal a complete absence of the target variable rather than a difference in proportions.

1. **Data Segmentation**: The code successfully",EXP_184_node_6_26
185,node_5_72,SUCCEEDED,Public Service Transparency Gap: AI systems designated as 'Public Services' are significantly more likely to implement 'AI Notice' mechanisms compared to internal administrative systems.,0.7419,Likely True,0.5824,Maybe True,-0.1914,Mild Negative (hypothesis weakened),True,node_4_41,1,291.4,2026-02-22T09:47:36.793644+00:00,Assess if public-facing systems are adhering to higher transparency standards.,"The experiment successfully executed the corrected code, resolving previous type errors by implementing robust string normalization for the 'Public Service' and 'AI Notice' columns. The analysis ident",EXP_185_node_5_72
186,node_6_27,SUCCEEDED,"Modality-Driven Malice: Incidents involving Computer Vision technologies are significantly more likely to be classified as 'Intentional' harm (e.g., surveillance, deepfakes) compared to NLP/Language technologies.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_5_32,1,251.7,2026-02-22T09:47:36.795715+00:00,Explore if visual AI modalities are more prone to malicious use than text-based AI.,"The experiment successfully analyzed 108 AI incidents from the AIID dataset, classifying them into Computer Vision (n=97) and Language/NLP (n=11) modalities. The investigation into 'Intentional Harm' ",EXP_186_node_6_27
187,node_6_28,SUCCEEDED,"Sector-Specific Harm Signatures: In the AIID dataset, 'Financial' sector incidents are significantly biased towards 'Economic' harms, while 'Transportation' sector incidents are biased towards 'Physical' harms, confirming that AI risk is domain-dependent rather than universal.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_27,0,363.9,2026-02-22T09:52:30.708412+00:00,Validate the domain-dependency of AI harms by comparing Financial and Transportation sectors using text analysis of incident descriptions.,The experiment successfully validated the 'Sector-Specific Harm Signatures' hypothesis using the AIID dataset (n=35 filtered incidents). Due to the lack of granular metadata in the 'Harm Domain' colum,EXP_187_node_6_28
188,node_5_73,SUCCEEDED,"The Privacy Shield Paradox: AI systems processing Personally Identifiable Information (PII) are significantly more likely to have undergone a general Impact Assessment than non-PII systems, suggesting that established privacy regulations (e.g., Privacy Act) act as the primary driver/gateway for broader AI governance compliance in the federal government.",0.9194,Definitely True,0.9725,Definitely True,0.0638,Mild Positive (hypothesis somewhat supported),False,node_4_33,0,307.2,2026-02-22T09:52:30.709973+00:00,Determine if the presence of PII is a predictor for the completion of Impact Assessments.,"The experiment successfully tested the 'Privacy Shield Paradox' hypothesis using the EO 13960 dataset (n=1,757). The analysis examined whether the presence of Personally Identifiable Information (PII)",EXP_188_node_5_73
189,node_5_74,SUCCEEDED,"Defense vs. Civilian Readiness: Defense-related agencies (e.g., DOD, DHS) demonstrate significantly higher Total Governance Scores than civilian service agencies (e.g., HHS, ED) due to established engineering rigor.",0.6452,Maybe True,0.3407,Maybe False,-0.3654,Strong Negative (hypothesis contradicted),True,node_4_14,1,318.0,2026-02-22T09:58:37.361140+00:00,Compare AI governance maturity between Defense/Intel and Civilian agencies.,"The experiment successfully tested the 'Defense vs. Civilian' governance readiness hypothesis, though the results point to a rejection of the hypothesis. 

1. **Statistical Findings**: Contrary to the",EXP_189_node_5_74
190,node_7_2,SUCCEEDED,"The Transparency-Autonomy Trade-off: High-impact 'Rights-Impacting' AI systems are statistically less likely to provide public code access compared to lower-impact systems, reflecting a tendency towards 'security by obscurity' in sensitive deployments.",0.8468,Likely True,0.3764,Maybe False,-0.5645,Strong Negative (hypothesis contradicted),True,node_6_4,1,251.2,2026-02-22T09:58:37.362650+00:00,Investigate the relationship between system impact level and code transparency.,"The experiment successfully tested the relationship between AI system impact and code accessibility using the EO 13960 dataset.

1. **Data Processing**: The code categorized systems into High Impact (",EXP_190_node_7_2
191,node_6_29,SUCCEEDED,"The 'Pilot' Sustainability Gap: AI systems in the 'Pilot' stage are significantly less likely to have confirmed 'Timely Resources' for maintenance than systems in 'Operation', predicting a failure to scale.",0.7581,Likely True,0.2582,Likely False,-0.5998,Strong Negative (hypothesis contradicted),True,node_5_7,1,236.4,2026-02-22T10:03:57.942113+00:00,Assess resource planning maturity across lifecycle stages.,"The experiment successfully tested the 'Pilot' Sustainability Gap hypothesis using the EO 13960 dataset. 

**Hypothesis Status:** Refuted.

**Findings:**
1. **Data Processing:** A total of 1,131 syste",EXP_191_node_6_29
192,node_7_3,SUCCEEDED,Sector-Specific Bias Risk: The 'Finance' and 'Public Administration' sectors exhibit a significantly higher ratio of 'Discrimination/Bias' incidents in the AIID compared to 'Healthcare' and 'Transportation' sectors.,0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_6_2,0,384.5,2026-02-22T10:03:57.947035+00:00,Validate if Bias/Discrimination harms are concentrated in specific sectors.,The experiment successfully tested the 'Sector-Specific Bias Risk' hypothesis using the AIID incidents dataset. The code correctly mapped 47 incidents to the target sectors: 'Admin/Finance' (n=19) and,EXP_192_node_7_3
193,node_4_52,SUCCEEDED,"Autonomy-Intent Paradox: Incidents involving 'Low Autonomy' systems are significantly more likely to be triggered by 'Intentional' malicious acts compared to 'High Autonomy' systems, which are more prone to 'Unintentional' failures.",0.7419,Likely True,0.4121,Maybe False,-0.3958,Strong Negative (hypothesis contradicted),True,node_3_4,1,181.6,2026-02-22T10:10:25.602985+00:00,Explore the relationship between system autonomy and the intentionality of the incident.,The experiment successfully tested the Autonomy-Intent Paradox hypothesis using the AIID dataset. After cleaning the 'Autonomy Level' (mapped to Low/High) and 'Intentional Harm' (mapped to Intentional,EXP_193_node_4_52
