3_agency,2_use_case_name,16_dev_stage,operational,orientation,TR,IR,TR_x_IR,vendor,mixed_dev,rights_safety,agency_n,topic_breadth,tr_ato,tr_internal_rev,tr_impact_assess,tr_rw_testing,tr_indep_eval,tr_postdeploy,tr_notice,tr_disparity,tr_appeal,ir_data_catalog,ir_data_docs,ir_custom_code,ir_code_access,ir_infra,ir_timely_res,ir_reuse
Social Security Administration,Customer Insight Tool,Operation and Maintenance,1,-1.347831001284538,2,3,6,1,0,0,23,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Social Security Administration,Benefit and Earnings Public Use File,Operation and Maintenance,1,-1.347831001284538,1,5,5,0,0,0,23,3,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
Social Security Administration,Therapy Chatbot - Text-Based Mental Health Support for SSA Employees,Operation and Maintenance,1,-1.347831001284538,1,2,2,1,0,1,23,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Social Security Administration,Agency Support Companion (ASC) chatbot,Acquisition and/or Development,0,-1.347831001284538,1,5,5,1,0,0,23,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Social Security Administration,Intelligent generation of modernized code.,Operation and Maintenance,1,-1.347831001284538,1,3,3,1,0,0,23,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Social Security Administration,Data Governance Product (DGP) -  Data cataloging and predictive analysis of data assets. ,Operation and Maintenance,1,-1.347831001284538,2,6,12,1,0,0,23,3,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
Department of State,Product Service Code Automation ML Model,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Tailored Integration Logistics Management System (ILMS) User Analytics,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Property and Procurement Analytics,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,AI input in Translation,Implementation and Assessment,1,-0.08465473490780284,0,2,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Department of State,FOIA Web ML Document Indexer,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,BudgetChat AI Tool,Acquisition and/or Development,0,-0.08465473490780284,0,3,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Department of State,Travel.state.gov (TSG) Content Refinement with AI Text Editor,Acquisition and/or Development,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Predictive Analytics Platform,Acquisition and/or Development,0,-0.08465473490780284,0,1,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Department of State,Consular Affairs Photo Quality Service (PQS) / FaceVACS,Implementation and Assessment,1,-0.08465473490780284,0,0,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Innovation and Transformation Measurement and Prediction,Initiated,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Evaluating Customer Feedback and Sentiments with AI,Initiated,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Translation of Consular Content using AI,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Travel.State.Gov (TSG) Enhanced Search and Chatbot  ,Acquisition and/or Development,0,-0.08465473490780284,0,3,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Department of State,CodeGen - AI-assisted IT Application Development,Acquisition and/or Development,0,-0.08465473490780284,0,2,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Department of State,Violence Against Civilians Model,Implementation and Assessment,1,-0.08465473490780284,0,2,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Department of State,Automated Damage Assessments,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Automated Burning Detection ,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Senturion Alpha,Implementation and Assessment,1,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Mass Mobilization Model,Implementation and Assessment,1,-0.08465473490780284,0,2,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Department of State,Apptio,Initiated,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,DT Data Analytics and Assessment (DAA) AI Use Case ITCP data harvest,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,ServiceNow AI-Powered Virtual Agent (Chatbot),Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,POA&M Orchestration,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,NLP for Foreign Assistance Appropriations Analysis,Acquisition and/or Development,0,-0.08465473490780284,0,0,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,ForeignAssistance.gov Processing for Mismatched Data,Acquisition and/or Development,0,-0.08465473490780284,0,1,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Department of State,Creating Persistent Virtual Reality Personas for dynamic training,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,FSI Enterprise Operations - Gaming and Simulations,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,FSI Continuous Learning Solutions,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Enhancing Training Effectiveness in FSILearn Using AI,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,J Reports Data Collection & Management Tool (DCT),Implementation and Assessment,1,-0.08465473490780284,2,4,8,0,1,0,51,7,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Department of State,TIP Report Research Translation,Operation and Maintenance,1,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,FOIA 360 AI Matching Tool,Implementation and Assessment,1,-0.08465473490780284,2,6,12,0,1,0,51,7,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Department of State,StateChat,Implementation and Assessment,1,-0.08465473490780284,2,6,12,0,1,0,51,7,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Department of State,Crisis Campaign Cable Analytics,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,NLP to pull key information from unstructured text,Implementation and Assessment,1,-0.08465473490780284,0,2,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Department of State,ECA Program Management and Outreach - Summarization,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Storyzy,Operation and Maintenance,1,-0.08465473490780284,0,0,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Optical Character Recognition - Text Extraction,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Topic Modeling,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Forecasting,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Deepfake Detector,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,SentiBERTIQ,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,TOPIQ,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Text Similarity,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Image Clustering,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Louvain Community Detection,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Fast Text Word Builder,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,Digital Media Analytics Platform,Implementation and Assessment,1,-0.08465473490780284,0,4,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Department of State,Geospatial Mapping of Historical Survey Data,Retired,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,AI Tools to Enhance PD Workflows,Planned,0,-0.08465473490780284,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of State,LEO - Budget Office Inquiries,Acquisition and/or Development,0,-0.08465473490780284,0,1,0,0,1,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Department of the Treasury,Collections Chatbot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Systran Translation Software,Operation and Maintenance,1,-1.131517017288151,2,3,6,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Department of the Treasury,Automated Underreporter (AUR) Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Employee Resource Center (ERC) Chatbot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Robotic Process Automation for Form 941-X Extraction,Operation and Maintenance,1,-1.131517017288151,2,6,12,0,1,0,54,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Department of the Treasury,Taxpayer Services Chatbot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Winnie Chatbot for Employee IT FAQs,Operation and Maintenance,1,-1.131517017288151,2,4,8,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Department of the Treasury,DATA Act Bot for Procurement Data Matching,Operation and Maintenance,1,-1.131517017288151,2,6,12,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Department of the Treasury,Taxpayer Services Form 1040 Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Where's My Refund and Where's My Amended Return Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Simulation of the Nation (SimoN) Synthetic Data Engine,Operation and Maintenance,1,-1.131517017288151,1,4,4,1,0,0,54,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Department of the Treasury,Machine Translation,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of the Treasury,Economic Impact Payment (EIP) FAQ Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,One-Time Payment Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,FAQs / Notice Clarifications Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Advance Child Tax Credit (AdvCTC) Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Small Business/Self Employed (SBSE) FAQ Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Insolvency and Offer in Compromise Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Financial Relief Voicebot,Acquisition and/or Development,0,-1.131517017288151,2,4,8,0,1,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Department of the Treasury,Generative AI Toolbox for Contract Document Assistance,Acquisition and/or Development,0,-1.131517017288151,0,0,0,0,0,1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Integrate Google Doc AI for Digitalization,Implementation and Assessment,1,-1.131517017288151,2,7,14,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Treasury,Modernization Accelerator - Legacy Applications Chatbot & Code Conversion,Implementation and Assessment,1,-1.131517017288151,1,4,4,1,0,0,54,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
Department of the Treasury,Modernization Accelerator - International Business Machines (IBM) Cognitive Data Mapper (CDM) and AWS SageMaker+LLAMA,Acquisition and/or Development,0,-1.131517017288151,1,5,5,1,0,0,54,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Department of the Treasury,Joint Committee on Taxation Research Aide,Acquisition and/or Development,0,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Department of the Treasury,Technical Demo of Large Language Models for Code Development,Initiated,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Internal Revenue Manual Research Aid (IRMA),Acquisition and/or Development,0,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Department of the Treasury,Tax Payer Notice Modernization,Acquisition and/or Development,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Enable Face ID to unlock M365 apps on Government iPhone and iPad,Implementation and Assessment,1,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Data Integration using Informatica Data Management Cloud,Acquisition and/or Development,0,-1.131517017288151,1,5,5,1,0,0,54,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Department of the Treasury,Answering Employee Questions with Natural Language Processing in IRWorks,Operation and Maintenance,1,-1.131517017288151,2,6,12,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
Department of the Treasury,Compliance Data Warehouse Data Access Log Monitoring,Acquisition and/or Development,0,-1.131517017288151,2,4,8,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Department of the Treasury,Volunteer Income Tax Assistance (VITA) Generative AI Chatbot Proof of Concept,Acquisition and/or Development,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Ask-CFO Research Aide,Acquisition and/or Development,0,-1.131517017288151,2,4,8,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Department of the Treasury,Redaction Studio - Redaction Assistant,Implementation and Assessment,1,-1.131517017288151,2,3,6,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Department of the Treasury,Intelligent Document Management System (IDMS),Initiated,0,-1.131517017288151,0,0,0,0,0,1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Taxpayer 90 (Palantir prototype),Acquisition and/or Development,0,-1.131517017288151,2,4,8,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Department of the Treasury,Expanded Systran Translation Software,Acquisition and/or Development,0,-1.131517017288151,2,3,6,1,0,0,54,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Department of the Treasury,Transcription -- Evidence.com,Implementation and Assessment,1,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Digital Forensics Chatbot for IRS Employees,Acquisition and/or Development,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Generative AI for Form 1040X: Tax Examiner Assistant,Acquisition and/or Development,0,-1.131517017288151,1,2,2,1,0,0,54,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Department of the Treasury,ServiceNow Generative AI Pilot,Initiated,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Circular Dependencies (Individual Master File Modernization),Initiated,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Synthetic Test Data Generation (Individual Master File Modernization),Initiated,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Auto Tech Debt Remedy (Individual Master File Modernization),Initiated,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,M365 Copilot,Initiated,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Copilot for Power Platform,Initiated,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Copilot for M365 (Criminal Investigation Unit),Acquisition and/or Development,0,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Automated Collection System (ACS) Voicebot,Operation and Maintenance,1,-1.131517017288151,2,5,10,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Department of the Treasury,Customer Experience Analytics,Acquisition and/or Development,0,-1.131517017288151,2,3,6,1,0,0,54,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Department of the Treasury,Exercise Design,Operation and Maintenance,1,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Incident Coordination and Reporting Support,Operation and Maintenance,1,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,EFTPS Fraud Monitoring,Operation and Maintenance,1,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Digitization of Microfilm,Implementation and Assessment,1,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Treasury,Check Fraud Pipeline,Implementation and Assessment,1,-1.131517017288151,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Gender differentiated credit scoring,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Using ML for predicting treatment interruption among PLHIV in Nigeria,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Machine Learning for Peace,Operation and Maintenance,1,0.8536413837598696,1,4,4,1,0,0,137,9,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
United States Agency for International Development,Long-term impacts of land-use/land-cover dynamics on surface water quality in Botswana’s reservoirs using satellite data and artificial intelligence methods: Case study of the Botswana’s Limpopo River Basin (1984-2019),Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Morogoro youth empowerment through establishment of social innovation (YEESI) lab for problem-centered training in machine vision,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Breakthrough RESEARCH’s Social Media Listening,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Serbia: AI predictions for the utilization of hospital beds,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Qure.AI integrated in mobile X-ray screening to improve community TB case finding,Operation and Maintenance,1,0.8536413837598696,1,3,3,1,0,1,137,9,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
United States Agency for International Development,AI for Predictive Analysis of patients on HIV treatment,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Private Sector Engagement Evidence Gap Map Analytical Pilot,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Risk-based modeling of poacher movements in protected areas,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,CARI/El Salvador: Risk factors at community level that cause Internal Displacement,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,"Chemonics International Inc.'s ""Disinformation Monitoring and Sentiment Analysis""",Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,PEER 8-161: A wood species identification tool to aid in compliance and enforcement of Peruvian timber regulations,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,PEER 9-452: Long-term impacts of land-use/land-cover dynamics on surface water quality in Botswana’s reservoirs using satellite data and artificial intelligence methods: Case study of the Botswana’s Limpopo River Basin (1984-2019),Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,BA Cote d'Ivoire Public Social Media Data,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,USING PREDICTIVE ANALYTICS TO IMPROVE CARE,Implementation and Assessment,1,0.8536413837598696,5,4,20,1,0,1,137,9,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0
United States Agency for International Development,Smart Supervision Platform - Superintendencia Financiera de Colombia (Colombian Financial Regulator),Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Feed the Future Innovation Lab for Applied Wheat Genomics,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Market segmentation,Retired,0,0.8536413837598696,1,4,4,1,0,0,137,9,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
United States Agency for International Development,Climate-based malaria forecast,Initiated,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Covid Decision Support,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Artificial Intelligence for observing Hand Hygiene,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Cough Against Covid,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Automated interpretation of Line Probe Assay strips using computer vision,Acquisition and/or Development,0,0.8536413837598696,5,4,20,1,0,1,137,9,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
United States Agency for International Development,Prediction of risk for Loss to Follow Up (LFU) among TB patients using AI,Operation and Maintenance,1,0.8536413837598696,4,4,16,1,0,1,137,9,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0
United States Agency for International Development,Leveraging Artificial Intelligence for TB screening,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,"Social listening to inform youth programming in Colombia (previously ""Communications Strategy"")",Retired,0,0.8536413837598696,1,4,4,1,0,0,137,9,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
United States Agency for International Development,AI Pilot- Detection of data exfiltration,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,Global Antimicrobial Resistance Surveillance System,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,GXAlert,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,DataToCare,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,CAD4TB: AI-Powered Tuberculosis Detection Software,Retired,0,0.8536413837598696,0,0,0,0,0,1,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,DeepGreen Ukraine,Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,"National Park information classification using AI, Garamba National Park, DRC",Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Agency for International Development,"Wildlife identification using computer vision (Mbaza), DRC",Retired,0,0.8536413837598696,0,0,0,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
